am_day,biblical_citations_summary,citation_categories,citation_precision,date_ce,description,event_type,has_biblical_citations,location,name,scripture_related_events,source,source_file,total_biblical_citations
548594.0,"direct_citations: Mt 16:18-19 - ""Ty jesteś Piotr, i na tej skale zbuduję Kościół mój""; Łk 22:32 - ""Ja się modliłem za ciebie, żeby nie ustała wiara twoja, a ty utwierdzaj braci swoich""; J 21:15-17 - ""Paś baranki moje... Paś owce moje"" | theological_context: 1P 5:2-4 - ""Paście trzodę Bożą... jako wzory dla trzody""; Ef 4:11 - ""On też ustanowił jednych apostołami, innych prorokami, innych pasterzami""","direct_citations, theological_context",,1503-01-01,"Election of Pope Julius II as Pope - Warrior Pope, Michelangelo",PAPAL_ELECTION,True,Vatican/Rome,Pope Julius II - Papal Election,,Ecclesiastical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
550786.0,"direct_citations: 1Sm 10:1 - ""Pomazał go Samuel olejem i rzekł: Czyż nie pomazał cię Pan na wodza?""; 1Sm 16:13 - ""Samuel wziął róg z olejem i pomazał go pośród jego braci""; 2Sm 2:4 - ""Przyszli mężowie judzcy i pomazali tam Dawida na króla"" | theological_context: Rz 13:1 - ""Nie ma bowiem władzy, która by nie pochodziła od Boga""; Dn 2:21 - ""On zmienia czasy i okresy, strąca królów i wynosi królów""; Prz 8:15-16 - ""Przeze mnie królują królowie i książęta stanowią prawo"" | prophetic_significance: 2Sm 7:12-13 - ""Utrwalę po tobie potomstwo twoje i utwierdzę królestwo jego""; Ps 2:6 - ""Ja wyznaczyłem mojego króla na Syjonie, świętej górze mojej""","direct_citations, theological_context, prophetic_significance",,1509-01-01,King of England Henry VIII begins reign - English Reformation,DYNASTIC_START,True,England,Henry VIII - Reign Begins,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,10
552247.0,"direct_citations: 2Tm 4:6-7 - ""Czas mojego odejścia nadszedł. W dobrych zawodach wystąpiłem""; J 10:11 - ""Dobry pasterz życie swoje oddaje za owce""; Flp 1:23 - ""Mam ochotę odejść i być z Chrystusem""",direct_citations,,1513-12-31,Death of Pope Pope Julius II - End of 10-year papacy,PAPAL_DEATH,True,Vatican/Rome,Pope Julius II - Papal Death,,Ecclesiastical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,3
552247.0,"direct_citations: Mt 16:18-19 - ""Ty jesteś Piotr, i na tej skale zbuduję Kościół mój""; Łk 22:32 - ""Ja się modliłem za ciebie, żeby nie ustała wiara twoja, a ty utwierdzaj braci swoich""; J 21:15-17 - ""Paś baranki moje... Paś owce moje"" | theological_context: 1P 5:2-4 - ""Paście trzodę Bożą... jako wzory dla trzody""; Ef 4:11 - ""On też ustanowił jednych apostołami, innych prorokami, innych pasterzami""","direct_citations, theological_context",,1513-01-01,Election of Pope Leo X as Pope - Luther's excommunication,PAPAL_ELECTION,True,Vatican/Rome,Pope Leo X - Papal Election,,Ecclesiastical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
553342.0,"direct_citations: 1Sm 15:28 - ""Oddarł Pan dziś od ciebie królestwo izraelskie""; 1Krl 11:31 - ""Oto wydzierę królestwo z ręki Salomona""; 2Krl 17:18 - ""Rozgniewał się bardzo Pan na Izraela i odrzucił ich sprzed oblicza swego"" | prophetic_significance: Dn 2:44 - ""Bóg niebieski wzbudzi królestwo, które na wieki nie zostanie zniszczone""; Łk 1:33 - ""I będzie królował nad domem Jakuba na wieki""","direct_citations, prophetic_significance",,1516-12-31,Death of Catholic Monarchs Ferdinand & Isabella - End of 42-year reign,DYNASTIC_END,True,Spain,Ferdinand & Isabella - Death/End of Reign,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
554073.0,"direct_citations: Ap 6:8 - ""Dano mu władzę nad czwartą częścią ziemi, aby zabijał mieczem, głodem, zarazą""; Łk 21:11 - ""Będą wielkie trzęsienia ziemi, a po różnych miejscach zarazy i głód""; Mt 24:7 - ""Powstaną zarazy i głód po różnych miejscach"" | prophetic_significance: Jr 14:12 - ""Mieczem, głodem i zarazą będę ich niszczyć""; Ez 14:21 - ""Cztery srogi wyroki moje: miecz, głód, dzikie zwierzęta i zarazę""","direct_citations, prophetic_significance",,1518-01-01,Dancing Plague of 1518 - Psychological epidemic,PANDEMIC,True,Strasbourg,Dancing Plague of 1518,,Medical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
554438.0,"direct_citations: 1Sm 10:1 - ""Pomazał go Samuel olejem i rzekł: Czyż nie pomazał cię Pan na wodza?""; 1Sm 16:13 - ""Samuel wziął róg z olejem i pomazał go pośród jego braci""; 2Sm 2:4 - ""Przyszli mężowie judzcy i pomazali tam Dawida na króla"" | theological_context: Rz 13:1 - ""Nie ma bowiem władzy, która by nie pochodziła od Boga""; Dn 2:21 - ""On zmienia czasy i okresy, strąca królów i wynosi królów""; Prz 8:15-16 - ""Przeze mnie królują królowie i książęta stanowią prawo"" | prophetic_significance: 2Sm 7:12-13 - ""Utrwalę po tobie potomstwo twoje i utwierdzę królestwo jego""; Ps 2:6 - ""Ja wyznaczyłem mojego króla na Syjonie, świętej górze mojej""","direct_citations, theological_context, prophetic_significance",,1519-01-01,Holy Roman Emperor Charles V begins reign - Global empire,DYNASTIC_START,True,Habsburg Empire,Charles V - Reign Begins,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,10
555169.0,"direct_citations: 2Tm 4:6-7 - ""Czas mojego odejścia nadszedł. W dobrych zawodach wystąpiłem""; J 10:11 - ""Dobry pasterz życie swoje oddaje za owce""; Flp 1:23 - ""Mam ochotę odejść i być z Chrystusem""",direct_citations,,1521-12-31,Death of Pope Pope Leo X - End of 8-year papacy,PAPAL_DEATH,True,Vatican/Rome,Pope Leo X - Papal Death,,Ecclesiastical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,3
559917.0,"direct_citations: Mt 16:18-19 - ""Ty jesteś Piotr, i na tej skale zbuduję Kościół mój""; Łk 22:32 - ""Ja się modliłem za ciebie, żeby nie ustała wiara twoja, a ty utwierdzaj braci swoich""; J 21:15-17 - ""Paś baranki moje... Paś owce moje"" | theological_context: 1P 5:2-4 - ""Paście trzodę Bożą... jako wzory dla trzody""; Ef 4:11 - ""On też ustanowił jednych apostołami, innych prorokami, innych pasterzami""","direct_citations, theological_context",,1534-01-01,Election of Pope Paul III as Pope - Council of Trent,PAPAL_ELECTION,True,Vatican/Rome,Pope Paul III - Papal Election,,Ecclesiastical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
564665.0,"direct_citations: 1Sm 15:28 - ""Oddarł Pan dziś od ciebie królestwo izraelskie""; 1Krl 11:31 - ""Oto wydzierę królestwo z ręki Salomona""; 2Krl 17:18 - ""Rozgniewał się bardzo Pan na Izraela i odrzucił ich sprzed oblicza swego"" | prophetic_significance: Dn 2:44 - ""Bóg niebieski wzbudzi królestwo, które na wieki nie zostanie zniszczone""; Łk 1:33 - ""I będzie królował nad domem Jakuba na wieki""","direct_citations, prophetic_significance",,1547-12-31,Death of King of England Henry VIII - End of 38-year reign,DYNASTIC_END,True,England,Henry VIII - Death/End of Reign,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
565396.0,"direct_citations: 2Tm 4:6-7 - ""Czas mojego odejścia nadszedł. W dobrych zawodach wystąpiłem""; J 10:11 - ""Dobry pasterz życie swoje oddaje za owce""; Flp 1:23 - ""Mam ochotę odejść i być z Chrystusem""",direct_citations,,1549-12-31,Death of Pope Pope Paul III - End of 15-year papacy,PAPAL_DEATH,True,Vatican/Rome,Pope Paul III - Papal Death,,Ecclesiastical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,3
567952.0,"direct_citations: 1Sm 15:28 - ""Oddarł Pan dziś od ciebie królestwo izraelskie""; 1Krl 11:31 - ""Oto wydzierę królestwo z ręki Salomona""; 2Krl 17:18 - ""Rozgniewał się bardzo Pan na Izraela i odrzucił ich sprzed oblicza swego"" | prophetic_significance: Dn 2:44 - ""Bóg niebieski wzbudzi królestwo, które na wieki nie zostanie zniszczone""; Łk 1:33 - ""I będzie królował nad domem Jakuba na wieki""","direct_citations, prophetic_significance",,1556-12-31,Death of Holy Roman Emperor Charles V - End of 37-year reign,DYNASTIC_END,True,Habsburg Empire,Charles V - Death/End of Reign,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
568683.0,"direct_citations: 1Sm 10:1 - ""Pomazał go Samuel olejem i rzekł: Czyż nie pomazał cię Pan na wodza?""; 1Sm 16:13 - ""Samuel wziął róg z olejem i pomazał go pośród jego braci""; 2Sm 2:4 - ""Przyszli mężowie judzcy i pomazali tam Dawida na króla"" | theological_context: Rz 13:1 - ""Nie ma bowiem władzy, która by nie pochodziła od Boga""; Dn 2:21 - ""On zmienia czasy i okresy, strąca królów i wynosi królów""; Prz 8:15-16 - ""Przeze mnie królują królowie i książęta stanowią prawo"" | prophetic_significance: 2Sm 7:12-13 - ""Utrwalę po tobie potomstwo twoje i utwierdzę królestwo jego""; Ps 2:6 - ""Ja wyznaczyłem mojego króla na Syjonie, świętej górze mojej""","direct_citations, theological_context, prophetic_significance",,1558-01-01,Queen of England Elizabeth I begins reign - Elizabethan Age,DYNASTIC_START,True,England,Elizabeth I - Reign Begins,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,10
571605.0,"direct_citations: Mt 16:18-19 - ""Ty jesteś Piotr, i na tej skale zbuduję Kościół mój""; Łk 22:32 - ""Ja się modliłem za ciebie, żeby nie ustała wiara twoja, a ty utwierdzaj braci swoich""; J 21:15-17 - ""Paś baranki moje... Paś owce moje"" | theological_context: 1P 5:2-4 - ""Paście trzodę Bożą... jako wzory dla trzody""; Ef 4:11 - ""On też ustanowił jednych apostołami, innych prorokami, innych pasterzami""","direct_citations, theological_context",,1566-01-01,Election of Pope Pius V as Pope - Battle of Lepanto,PAPAL_ELECTION,True,Vatican/Rome,Pope Pius V - Papal Election,,Ecclesiastical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
573431.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,1571-01-01,Battle of Lepanto - Christian naval victory,MILITARY_CONFLICT,True,Greece,Battle of Lepanto,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
573796.0,"direct_citations: 2Tm 4:6-7 - ""Czas mojego odejścia nadszedł. W dobrych zawodach wystąpiłem""; J 10:11 - ""Dobry pasterz życie swoje oddaje za owce""; Flp 1:23 - ""Mam ochotę odejść i być z Chrystusem""",direct_citations,,1572-12-31,Death of Pope Pope Pius V - End of 6-year papacy,PAPAL_DEATH,True,Vatican/Rome,Pope Pius V - Papal Death,,Ecclesiastical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,3
585119.0,"direct_citations: 1Sm 15:28 - ""Oddarł Pan dziś od ciebie królestwo izraelskie""; 1Krl 11:31 - ""Oto wydzierę królestwo z ręki Salomona""; 2Krl 17:18 - ""Rozgniewał się bardzo Pan na Izraela i odrzucił ich sprzed oblicza swego"" | prophetic_significance: Dn 2:44 - ""Bóg niebieski wzbudzi królestwo, które na wieki nie zostanie zniszczone""; Łk 1:33 - ""I będzie królował nad domem Jakuba na wieki""","direct_citations, prophetic_significance",,1603-12-31,Death of Queen of England Elizabeth I - End of 45-year reign,DYNASTIC_END,True,England,Elizabeth I - Death/End of Reign,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
590598.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,1618-01-01,Thirty Years' War - Religious warfare,MILITARY_CONFLICT,True,Germany,Thirty Years' War,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
599364.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,1642-01-01,English Civil War - Execution of Charles I,MILITARY_CONFLICT,True,England,English Civil War,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
599729.0,"direct_citations: 1Sm 10:1 - ""Pomazał go Samuel olejem i rzekł: Czyż nie pomazał cię Pan na wodza?""; 1Sm 16:13 - ""Samuel wziął róg z olejem i pomazał go pośród jego braci""; 2Sm 2:4 - ""Przyszli mężowie judzcy i pomazali tam Dawida na króla"" | theological_context: Rz 13:1 - ""Nie ma bowiem władzy, która by nie pochodziła od Boga""; Dn 2:21 - ""On zmienia czasy i okresy, strąca królów i wynosi królów""; Prz 8:15-16 - ""Przeze mnie królują królowie i książęta stanowią prawo"" | prophetic_significance: 2Sm 7:12-13 - ""Utrwalę po tobie potomstwo twoje i utwierdzę królestwo jego""; Ps 2:6 - ""Ja wyznaczyłem mojego króla na Syjonie, świętej górze mojej""","direct_citations, theological_context, prophetic_significance",,1643-01-01,"King of France Louis XIV begins reign - Sun King, absolute monarchy",DYNASTIC_START,True,France,Louis XIV - Reign Begins,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,10
607765.0,"direct_citations: Ap 6:8 - ""Dano mu władzę nad czwartą częścią ziemi, aby zabijał mieczem, głodem, zarazą""; Łk 21:11 - ""Będą wielkie trzęsienia ziemi, a po różnych miejscach zarazy i głód""; Mt 24:7 - ""Powstaną zarazy i głód po różnych miejscach"" | prophetic_significance: Jr 14:12 - ""Mieczem, głodem i zarazą będę ich niszczyć""; Ez 14:21 - ""Cztery srogi wyroki moje: miecz, głód, dzikie zwierzęta i zarazę""","direct_citations, prophetic_significance",,1665-01-01,Great Plague of London - Last major outbreak in England,PANDEMIC,True,"London, England",Great Plague of London,,Medical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
620913.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,1701-01-01,War of Spanish Succession - Balance of power,MILITARY_CONFLICT,True,Europe,War of Spanish Succession,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
626026.0,"direct_citations: 1Sm 15:28 - ""Oddarł Pan dziś od ciebie królestwo izraelskie""; 1Krl 11:31 - ""Oto wydzierę królestwo z ręki Salomona""; 2Krl 17:18 - ""Rozgniewał się bardzo Pan na Izraela i odrzucił ich sprzed oblicza swego"" | prophetic_significance: Dn 2:44 - ""Bóg niebieski wzbudzi królestwo, które na wieki nie zostanie zniszczone""; Łk 1:33 - ""I będzie królował nad domem Jakuba na wieki""","direct_citations, prophetic_significance",,1715-12-31,Death of King of France Louis XIV - End of 72-year reign,DYNASTIC_END,True,France,Louis XIV - Death/End of Reign,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
627852.0,"direct_citations: Ap 6:8 - ""Dano mu władzę nad czwartą częścią ziemi, aby zabijał mieczem, głodem, zarazą""; Łk 21:11 - ""Będą wielkie trzęsienia ziemi, a po różnych miejscach zarazy i głód""; Mt 24:7 - ""Powstaną zarazy i głód po różnych miejscach"" | prophetic_significance: Jr 14:12 - ""Mieczem, głodem i zarazą będę ich niszczyć""; Ez 14:21 - ""Cztery srogi wyroki moje: miecz, głód, dzikie zwierzęta i zarazę""","direct_citations, prophetic_significance",,1720-01-01,Great Plague of Marseille - Last major plague in Western Europe,PANDEMIC,True,"Marseille, France",Great Plague of Marseille,,Medical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
641001.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,1756-01-01,Seven Years' War - First global war,MILITARY_CONFLICT,True,Global,Seven Years' War,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
647941.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,1775-01-01,American Revolutionary War - American independence,MILITARY_CONFLICT,True,North America,American Revolutionary War,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
654150.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,1792-01-01,French Revolutionary Wars - Revolutionary expansion,MILITARY_CONFLICT,True,Europe,French Revolutionary Wars,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
658532.0,"direct_citations: 1Sm 10:1 - ""Pomazał go Samuel olejem i rzekł: Czyż nie pomazał cię Pan na wodza?""; 1Sm 16:13 - ""Samuel wziął róg z olejem i pomazał go pośród jego braci""; 2Sm 2:4 - ""Przyszli mężowie judzcy i pomazali tam Dawida na króla"" | theological_context: Rz 13:1 - ""Nie ma bowiem władzy, która by nie pochodziła od Boga""; Dn 2:21 - ""On zmienia czasy i okresy, strąca królów i wynosi królów""; Prz 8:15-16 - ""Przeze mnie królują królowie i książęta stanowią prawo"" | prophetic_significance: 2Sm 7:12-13 - ""Utrwalę po tobie potomstwo twoje i utwierdzę królestwo jego""; Ps 2:6 - ""Ja wyznaczyłem mojego króla na Syjonie, świętej górze mojej""","direct_citations, theological_context, prophetic_significance",,1804-01-01,Emperor of France Napoleon Bonaparte begins reign - Napoleonic Wars,DYNASTIC_START,True,French Empire,Napoleon Bonaparte - Reign Begins,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,10
658898.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,1805-01-01,Battle of Austerlitz - Napoleon's masterpiece,MILITARY_CONFLICT,True,Austria,Battle of Austerlitz,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
662185.0,"direct_citations: 1Sm 15:28 - ""Oddarł Pan dziś od ciebie królestwo izraelskie""; 1Krl 11:31 - ""Oto wydzierę królestwo z ręki Salomona""; 2Krl 17:18 - ""Rozgniewał się bardzo Pan na Izraela i odrzucił ich sprzed oblicza swego"" | prophetic_significance: Dn 2:44 - ""Bóg niebieski wzbudzi królestwo, które na wieki nie zostanie zniszczone""; Łk 1:33 - ""I będzie królował nad domem Jakuba na wieki""","direct_citations, prophetic_significance",,1814-12-31,Death of Emperor of France Napoleon Bonaparte - End of 10-year reign,DYNASTIC_END,True,French Empire,Napoleon Bonaparte - Death/End of Reign,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
662550.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,1815-01-01,Battle of Waterloo - End of Napoleon,MILITARY_CONFLICT,True,Belgium,Battle of Waterloo,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
663281.0,"direct_citations: Ap 6:8 - ""Dano mu władzę nad czwartą częścią ziemi, aby zabijał mieczem, głodem, zarazą""; Łk 21:11 - ""Będą wielkie trzęsienia ziemi, a po różnych miejscach zarazy i głód""; Mt 24:7 - ""Powstaną zarazy i głód po różnych miejscach"" | prophetic_significance: Jr 14:12 - ""Mieczem, głodem i zarazą będę ich niszczyć""; Ez 14:21 - ""Cztery srogi wyroki moje: miecz, głód, dzikie zwierzęta i zarazę""","direct_citations, prophetic_significance",,1817-01-01,First Cholera Pandemic - First global cholera spread,PANDEMIC,True,Asia/Europe,First Cholera Pandemic,,Medical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
670586.0,"direct_citations: 1Sm 10:1 - ""Pomazał go Samuel olejem i rzekł: Czyż nie pomazał cię Pan na wodza?""; 1Sm 16:13 - ""Samuel wziął róg z olejem i pomazał go pośród jego braci""; 2Sm 2:4 - ""Przyszli mężowie judzcy i pomazali tam Dawida na króla"" | theological_context: Rz 13:1 - ""Nie ma bowiem władzy, która by nie pochodziła od Boga""; Dn 2:21 - ""On zmienia czasy i okresy, strąca królów i wynosi królów""; Prz 8:15-16 - ""Przeze mnie królują królowie i książęta stanowią prawo"" | prophetic_significance: 2Sm 7:12-13 - ""Utrwalę po tobie potomstwo twoje i utwierdzę królestwo jego""; Ps 2:6 - ""Ja wyznaczyłem mojego króla na Syjonie, świętej górze mojej""","direct_citations, theological_context, prophetic_significance",,1837-01-01,Queen of Britain Victoria begins reign - Victorian Era,DYNASTIC_START,True,British Empire,Victoria - Reign Begins,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,10
673873.0,"direct_citations: Mt 16:18-19 - ""Ty jesteś Piotr, i na tej skale zbuduję Kościół mój""; Łk 22:32 - ""Ja się modliłem za ciebie, żeby nie ustała wiara twoja, a ty utwierdzaj braci swoich""; J 21:15-17 - ""Paś baranki moje... Paś owce moje"" | theological_context: 1P 5:2-4 - ""Paście trzodę Bożą... jako wzory dla trzody""; Ef 4:11 - ""On też ustanowił jednych apostołami, innych prorokami, innych pasterzami""","direct_citations, theological_context",,1846-01-01,"Election of Pope Pius IX as Pope - Longest papacy, Vatican I",PAPAL_ELECTION,True,Vatican/Rome,Pope Pius IX - Papal Election,,Ecclesiastical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
676064.0,"direct_citations: Ap 6:8 - ""Dano mu władzę nad czwartą częścią ziemi, aby zabijał mieczem, głodem, zarazą""; Łk 21:11 - ""Będą wielkie trzęsienia ziemi, a po różnych miejscach zarazy i głód""; Mt 24:7 - ""Powstaną zarazy i głód po różnych miejscach"" | prophetic_significance: Jr 14:12 - ""Mieczem, głodem i zarazą będę ich niszczyć""; Ez 14:21 - ""Cztery srogi wyroki moje: miecz, głód, dzikie zwierzęta i zarazę""","direct_citations, prophetic_significance",,1852-01-01,Third Cholera Pandemic - Reached North America,PANDEMIC,True,Global,Third Cholera Pandemic,,Medical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
676430.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,1853-01-01,"Crimean War - Modern nursing, photography",MILITARY_CONFLICT,True,Crimea,Crimean War,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
677160.0,"direct_citations: Ap 6:8 - ""Dano mu władzę nad czwartą częścią ziemi, aby zabijał mieczem, głodem, zarazą""; Łk 21:11 - ""Będą wielkie trzęsienia ziemi, a po różnych miejscach zarazy i głód""; Mt 24:7 - ""Powstaną zarazy i głód po różnych miejscach"" | prophetic_significance: Jr 14:12 - ""Mieczem, głodem i zarazą będę ich niszczyć""; Ez 14:21 - ""Cztery srogi wyroki moje: miecz, głód, dzikie zwierzęta i zarazę""","direct_citations, prophetic_significance",,1855-01-01,"Third Plague Pandemic - Started in China, spread globally",PANDEMIC,True,Global,Third Plague Pandemic,,Medical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
679352.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,1861-01-01,American Civil War - Abolition of slavery,MILITARY_CONFLICT,True,United States,American Civil War,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
